Final5k,Final10k,FinalHalf,FinalFull,MPH5K,MPH10K,MPHHalf,MPHFull
1 : 06 : 40,1 : 55 : 42,3 : 26 : 50,7 : 22 : 42,2.79,3.2152117545375973,3.8001611603545524,3.550937429410436
0 : 33 : 36,1 : 13 : 19,3 : 5 : 26,5 : 50 : 38,5.535714285714286,5.073880427369858,4.2387201150458385,4.483315904553665
0 : 29 : 47,1 : 00 : 03,2 : 16 : 37,5 : 17 : 25,6.245103525461667,6.194837635303914,5.753324386970842,4.9524809661328435
0 : 54 : 25,1 : 33 : 54,3 : 4 : 21,6 : 30 : 46,3.418070444104135,3.9616613418530346,4.263628966639544,4.0228610423952915
0 : 36 : 17,1 : 14 : 06,2 : 31 : 40,5 : 48 : 33,5.126320624712909,5.020242914979757,5.182417582417583,4.510113326638932
0 : 32 : 54,1 : 07 : 52,2 : 27 : 49,4 : 51 : 48,5.6534954407294835,5.481335952848724,5.317397677302965,5.387251542152159
1 : 05 : 56,1 : 25 : 54,2 : 47 : 7,5 : 53 : 36,2.8210313447927198,4.330616996507566,4.703301087064924,4.445701357466063
0 : 55 : 26,1 : 46 : 06,3 : 11 : 46,6 : 39 : 18,3.355381840048106,3.5061262959472197,4.0987310968190505,3.9368895567242674
0 : 50 : 32,1 : 48 : 57,3 : 38 : 43,7 : 7 : 20,3.6807387862796834,3.4144102799449287,3.593690467118799,3.6786271450858035
0 : 36 : 15,1 : 06 : 20,2 : 28 : 5,5 : 6 : 10,5.131034482758621,5.608040201005026,5.3078221722003365,5.134458356015242
0 : 33 : 32,1 : 12 : 16,2 : 48 : 17,5 : 32 : 40,5.546719681908549,5.14760147601476,4.670694265623452,4.725450901803606
0 : 52 : 24,0 : 58 : 52,2 : 8 : 28,4 : 42 : 28,3.5496183206106875,6.319365798414496,6.1183186299948105,5.565258437573755
0 : 46 : 30,1 : 15 : 44,2 : 56 : 13,5 : 33 : 54,4,4.911971830985916,4.46041804596614,4.707996406109614
0 : 24 : 41,1 : 33 : 44,2 : 1 : 2,4 : 23 : 32,7.535449020931803,3.9687055476529163,6.494078766180116,5.965089805211232
0 : 35 : 03,1 : 13 : 56,2 : 39 : 2,3 : 55 : 28,5.306704707560629,5.031559963931469,4.942360092223852,6.676104190260475
0 : 38 : 38,1 : 17 : 36,2 : 54 : 15,6 : 18 : 8,4.814495254529768,4.7938144329896915,4.510760401721664,4.157263751763046
1 : 13 : 46,1 : 50 : 50,3 : 33 : 4,5 : 51 : 13,2.521464075915048,3.3563909774436094,3.6889862327909886,4.47586959616571
1 : 05 : 00,2 : 07 : 19,4 : 4 : 25,7 : 30 : 48,2.861538461538462,2.9218484094776804,3.21581997954313,3.487133984028394
0 : 34 : 26,1 : 05 : 41,2 : 24 : 8,5 : 13 : 52,5.401742497579866,5.663537173306267,5.453283996299723,5.008496176720476
0 : 36 : 13,1 : 13 : 09,2 : 50 : 47,6 : 30 : 16,5.1357570179475385,5.085440874914559,4.602322631013955,4.02801503245644
0 : 51 : 02,1 : 39 : 38,2 : 48 : 19,6 : 25 : 55,3.6446766819072502,3.7336901973904317,4.6697692840875336,4.073418268192615
0 : 47 : 59,1 : 33 : 34,2 : 57 : 58,6 : 30 : 17,3.8763459534560614,3.975774848592804,4.416557407754261,4.027843020028184
0 : 40 : 49,1 : 21 : 14,2 : 52 : 53,6 : 21 : 1,4.556962025316455,4.579400902749282,4.546418586715512,4.125803770613709
0 : 53 : 30,1 : 28 : 33,3 : 5 : 41,6 : 21 : 43,3.4766355140186915,4.201016374929418,4.233013194506777,4.118237785442955
0 : 53 : 31,1 : 28 : 33,3 : 5 : 41,6 : 21 : 41,3.4755527872936782,4.201016374929418,4.233013194506777,4.118597441159775
1 : 16 : 09,1 : 50 : 43,4 : 4 : 30,7 : 8 : 50,2.442547603414314,3.3599277434893873,3.2147239263803677,3.6657598134473375
1 : 40 : 24,2 : 19 : 20,3 : 38 : 57,7 : 17 : 59,1.852589641434263,2.6698564593301435,3.589860698789678,3.5891776703831955
0 : 55 : 37,0 : 41 : 10,3 : 35 : 2,3 : 22 : 57,3.3443212466287084,9.036437246963564,3.6552472484886067,7.745750184774575
0 : 54 : 03,1 : 40 : 19,3 : 37 : 46,5 : 37 : 56,3.441258094357077,3.708257185579,3.6093678248890244,4.651805089761294
0 : 58 : 25,1 : 27 : 59,3 : 15 : 20,6 : 23 : 43,3.1840228245363766,4.2280734987687065,4.023890784982935,4.096772792424966
0 : 35 : 05,1 : 32 : 49,3 : 28 : 39,6 : 28 : 28,5.30166270783848,4.0079008798707125,3.767074047447879,4.046679251759053
0 : 53 : 03,1 : 47 : 08,3 : 42 : 20,6 : 37 : 16,3.5061262959472197,3.4723086496577475,3.5352323838080957,3.957039771773788
0 : 35 : 02,1 : 32 : 49,3 : 28 : 40,6 : 28 : 29,5.309229305423406,4.0079008798707125,3.7667731629392973,4.0465056415976655
0 : 57 : 50,1 : 55 : 19,3 : 36 : 35,7 : 27 : 40,3.2161383285302594,3.225899696487932,3.6290881108118502,3.511541325390916
0 : 39 : 39,0 : 59 : 14,2 : 20 : 1,5 : 31 : 42,4.691046658259774,6.280247608328644,5.613617426496845,4.739222188724751
1 : 36 : 36,1 : 43 : 08,3 : 23 : 43,5 : 44 : 12,1.925465838509317,3.6069812540400776,3.8582999263683218,4.567112144102266
1 : 36 : 36,1 : 43 : 08,3 : 23 : 42,5 : 44 : 9,1.925465838509317,3.6069812540400776,3.858615611192931,4.567775679209647
0 : 31 : 57,1 : 10 : 10,2 : 22 : 32,4 : 41 : 17,5.821596244131456,5.30166270783848,5.5144995322731525,5.588670972329205
0 : 47 : 45,1 : 31 : 44,3 : 11 : 53,6 : 40 : 25,3.895287958115184,4.055232558139535,4.096239034135325,3.9259105098855356
0 : 25 : 53,0 : 48 : 35,1 : 40 : 59,3 : 35 : 28,7.186091435930457,7.656946826758148,7.7834626175936625,7.295792079207921
0 : 49 : 21,1 : 32 : 06,3 : 22 : 19,6 : 55 : 56,3.768996960486322,4.039087947882736,3.88499876431337,3.7794518352300046
0 : 47 : 05,1 : 26 : 23,2 : 52 : 17,6 : 45 : 38,3.9504424778761065,4.306386262782172,4.562252104092097,3.875421152107815
0 : 40 : 49,1 : 24 : 45,2 : 56 : 49,5 : 55 : 40,4.556962025316455,4.389380530973451,4.445282307474785,4.419868791002811
0 : 43 : 47,1 : 23 : 23,3 : 11 : 1,6 : 49 : 4,4.248191853825658,4.461323206076354,4.114824186371171,3.8428943937418514
0 : 42 : 54,1 : 38 : 11,3 : 19 : 23,7 : 12 : 5,4.335664335664336,3.788830419283653,3.9421549778483658,3.6381870781099326
0 : 36 : 43,1 : 12 : 16,2 : 50 : 2,6 : 39 : 51,5.065819337267362,5.14760147601476,4.62262301509508,3.9314743028635735
1 : 08 : 45,1 : 48 : 24,3 : 34 : 33,7 : 11 : 52,2.7054545454545456,3.431734317343173,3.663481705896061,3.6400123494905836
0 : 59 : 40,1 : 59 : 08,3 : 12 : 14,5 : 36 : 30,3.11731843575419,3.1225517627308337,4.0887809953181895,4.671619613670133
0 : 55 : 47,1 : 44 : 48,3 : 33 : 26,7 : 6 : 18,3.3343292500746937,3.5496183206106875,3.6826487583945022,3.6875439831104853
0 : 44 : 50,1 : 28 : 32,3 : 13 : 9,6 : 24 : 27,4.148698884758365,4.201807228915663,4.069376132539477,4.088958252048381
0 : 42 : 10,1 : 03 : 28,2 : 29 : 54,5 : 24 : 24,4.41106719367589,5.8613445378151265,5.24349566377585,4.845869297163995
0 : 47 : 06,1 : 38 : 02,3 : 4 : 16,6 : 47 : 56,3.949044585987261,3.79462767766066,4.265557163531114,3.853570844909299
0 : 26 : 43,0 : 55 : 41,2 : 7 : 26,5 : 2 : 28,6.961946350592639,6.68063454055672,6.167930944284592,5.197266916464625
0 : 37 : 15,1 : 16 : 17,2 : 48 : 47,6 : 12 : 58,4.993288590604027,4.876556696526109,4.656857904611434,4.2148538743408706
1 : 25 : 57,2 : 05 : 54,3 : 28 : 37,7 : 26 : 44,2.164048865619546,2.95472597299444,3.767675960693457,3.518877779435905
0 : 39 : 47,1 : 18 : 53,3 : 5 : 26,6 : 4 : 43,4.675324675324676,4.715825058102683,4.2387201150458385,4.31019512863867
0 : 45 : 54,1 : 28 : 13,2 : 59 : 39,6 : 8 : 26,4.052287581699346,4.216890232382392,4.3751739493459505,4.266714919026509
0 : 54 : 51,1 : 21 : 29,2 : 54 : 32,6 : 52 : 38,3.391066545123063,4.565350787482103,4.503437738731856,3.8096776799418373
0 : 52 : 15,1 : 38 : 02,2 : 59 : 23,6 : 31 : 24,3.5598086124401913,3.79462767766066,4.3816779708259785,4.016351558507921
0 : 37 : 42,1 : 15 : 59,3 : 1 : 15,6 : 44 : 41,4.933687002652519,4.895810484755429,4.336551724137931,3.8845187595239072
0 : 52 : 32,1 : 47 : 45,3 : 30 : 44,7 : 2 : 32,3.5406091370558377,3.4524361948955917,3.729832331540652,3.7204165351846004
0 : 39 : 19,1 : 21 : 01,2 : 42 : 17,5 : 52 : 47,4.730818143281051,4.5916478090927795,4.843380918147273,4.455992819010723
0 : 29 : 38,0 : 50 : 02,1 : 59 : 50,3 : 56 : 4,6.276715410573678,7.435043304463691,6.559109874826147,6.6591358373340865
0 : 21 : 19,0 : 43 : 23,1 : 36 : 1,3 : 28 : 45,8.725566849100861,8.5747214752209,8.18607880576289,7.530538922155689
0 : 47 : 23,1 : 31 : 22,3 : 23 : 16,6 : 36 : 5,3.9254308828702076,4.071506749361547,3.8668415874057063,3.968861771512729
0 : 32 : 44,1 : 04 : 57,2 : 15 : 42,4 : 26 : 11,5.682281059063136,5.727482678983834,5.7921886514369945,5.9057040886606975
0 : 30 : 37,1 : 10 : 57,2 : 25 : 31,5 : 16 : 35,6.07512248230811,5.2431289640591965,5.401443133661664,4.9655172413793105
0 : 30 : 37,1 : 10 : 56,2 : 25 : 31,5 : 16 : 34,6.07512248230811,5.244360902255639,5.401443133661664,4.9657786669474575
0 : 47 : 32,1 : 34 : 32,3 : 43 : 35,7 : 19 : 25,3.91304347826087,3.9351198871650213,3.5154677599701825,3.5774701308553003
1 : 07 : 35,1 : 06 : 28,2 : 19 : 25,5 : 6 : 8,2.752157829839704,5.59679037111334,5.6377764494919305,5.135017421602788
0 : 39 : 14,1 : 13 : 19,2 : 55 : 22,6 : 1 : 32,4.740866610025489,5.073880427369858,4.482037635430527,4.348146782223861
0 : 46 : 12,1 : 08 : 15,2 : 23 : 23,5 : 0 : 4,4.025974025974026,5.450549450549451,5.4818086713937,5.2388358142634965
0 : 36 : 18,1 : 16 : 39,2 : 47 : 14,5 : 47 : 57,5.123966942148761,4.853228962818004,4.7000199322304175,4.5178905015088375
0 : 38 : 34,1 : 20 : 30,3 : 3 : 9,6 : 33 : 58,4.822817631806396,4.621118012422361,4.291564291564291,3.990185294864202
0 : 48 : 30,1 : 12 : 51,2 : 54 : 56,5 : 45 : 41,3.8350515463917527,5.1063829787234045,4.493140243902439,4.547514584639121
0 : 38 : 48,1 : 20 : 24,2 : 40 : 29,5 : 38 : 11,4.7938144329896915,4.626865671641791,4.897704849932496,4.648366270760436
0 : 45 : 07,1 : 19 : 49,2 : 49 : 34,6 : 37 : 31,4.122644994458811,4.660680726665275,4.635344997051307,3.954551171858622
0 : 26 : 48,0 : 55 : 03,1 : 59 : 4,3 : 50 : 28,6.940298507462687,6.7574931880108995,6.601343784994401,6.820943014174139
0 : 41 : 43,1 : 49 : 37,3 : 2 : 12,6 : 46 : 7,4.4586496204554535,3.393644518777559,4.313940724478595,3.8708088808634624
0 : 51 : 00,1 : 22 : 30,3 : 1 : 34,5 : 56 : 43,3.647058823529412,4.509090909090909,4.328988434000367,4.406858851562865
0 : 53 : 48,1 : 54 : 25,3 : 43 : 41,7 : 14 : 9,3.4572490706319705,3.251274581209031,3.5138961329260114,3.620868363468847
0 : 56 : 29,1 : 47 : 15,3 : 46 : 51,6 : 38 : 3,3.2930067866627324,3.4685314685314683,3.464844610976416,3.949252606456475
0 : 17 : 18,0 : 34 : 16,1 : 20 : 40,3 : 2 : 4,10.751445086705203,10.85603112840467,9.74380165289256,8.634199926766751
0 : 44 : 33,1 : 27 : 08,3 : 4 : 24,6 : 48 : 10,4.175084175084176,4.269319051262433,4.262472885032538,3.851367905267456
0 : 23 : 49,0 : 51 : 11,1 : 55 : 58,4 : 11 : 15,7.8096571028691395,7.267990882448715,6.77780971543547,6.2567164179104475
0 : 50 : 40,1 : 36 : 18,3 : 31 : 22,7 : 7 : 26,3.6710526315789473,3.8629283489096573,3.7186563633496292,3.6777665132964206
0 : 32 : 45,1 : 10 : 15,2 : 20 : 15,4 : 35 : 20,5.6793893129771,5.295373665480427,5.60427807486631,5.709443099273608
0 : 32 : 47,1 : 10 : 15,2 : 20 : 15,4 : 35 : 20,5.673614641586172,5.295373665480427,5.60427807486631,5.709443099273608
0 : 27 : 28,1 : 03 : 58,2 : 26 : 52,5 : 53 : 59,6.7718446601941755,5.8155289213131836,5.351793009532455,4.440887047412778
0 : 43 : 37,1 : 44 : 16,2 : 39 : 4,6 : 2 : 19,4.264424914023691,3.567774936061381,4.941324392288348,4.338746032476195
0 : 46 : 33,1 : 36 : 02,3 : 27 : 26,6 : 47 : 21,3.9957035445757256,3.8736549809094067,3.789169210991483,3.8590892353013375
0 : 32 : 21,1 : 05 : 01,2 : 24 : 16,5 : 46 : 20,5.749613601236476,5.721609843629839,5.448243992606284,4.53897978825794
0 : 48 : 28,1 : 37 : 16,3 : 17 : 27,7 : 14 : 59,3.8376891334250343,3.8245373543522962,3.9807546214231455,3.61393156825932
0 : 30 : 35,1 : 03 : 36,2 : 33 : 4,5 : 42 : 56,6.08174386920981,5.849056603773585,5.135017421602788,4.58398133748056
0 : 45 : 21,1 : 37 : 33,3 : 49 : 52,7 : 37 : 15,4.1014332965821385,3.8134290107637114,3.4193735498839906,3.437944231820667
0 : 32 : 16,1 : 02 : 43,2 : 20 : 4,4 : 40 : 2,5.764462809917355,5.931437682699974,5.61161351737268,5.613617426496845
0 : 42 : 53,1 : 18 : 51,2 : 38 : 46,6 : 15 : 14,4.337349397590361,4.717818642993025,4.950661347889985,4.18939326641201
0 : 39 : 37,1 : 19 : 45,2 : 59 : 5,6 : 19 : 35,4.694993689524611,4.664576802507837,4.389018147975802,4.141383095499451
0 : 47 : 33,1 : 35 : 33,3 : 31 : 21,7 : 7 : 43,3.911671924290221,3.893249607535322,3.7189496096522356,3.675330241982621
0 : 47 : 32,1 : 35 : 34,3 : 24 : 15,6 : 50 : 37,3.91304347826087,3.8925706313219397,3.848225214198286,3.8283881966148474
0 : 42 : 42,1 : 42 : 40,3 : 18 : 35,6 : 33 : 23,4.355971896955504,3.623376623376623,3.958036088963491,3.9961021903995255
0 : 28 : 18,0 : 55 : 05,1 : 59 : 41,4 : 11 : 42,6.572438162544169,6.75340393343419,6.5673304553683325,6.245530393325388
0 : 27 : 58,0 : 59 : 16,2 : 16 : 20,4 : 55 : 54,6.6507747318236,6.276715410573678,5.765281173594131,5.31260561000338
0 : 23 : 15,0 : 48 : 53,1 : 49 : 43,3 : 56 : 32,8,7.6099556767814525,7.163907033267507,6.645997745208568
0 : 38 : 39,1 : 26 : 55,2 : 56 : 45,6 : 55 : 11,4.8124191461837,4.279961649089166,4.446958981612447,3.7862791537874836
0 : 25 : 21,0 : 51 : 18,1 : 50 : 51,4 : 23 : 39,7.337278106508875,7.251461988304094,7.090663058186739,5.962450218092168
1 : 01 : 34,1 : 59 : 21,3 : 45 : 54,5 : 7 : 37,3.0211153221440172,3.116883116883117,3.47941567065073,5.110256271333369
1 : 49 : 12,1 : 38 : 06,3 : 26 : 24,6 : 19 : 31,1.7032967032967032,3.7920489296636086,3.808139534883721,4.142110579245532
0 : 29 : 04,1 : 30 : 44,2 : 8 : 33,5 : 7 : 44,6.39908256880734,4.099926524614254,6.114352392065344,5.108318890814557
0 : 32 : 36,1 : 11 : 00,2 : 41 : 52,6 : 35 : 3,5.705521472392638,5.23943661971831,4.855848434925864,3.979243133780534
0 : 38 : 57,1 : 21 : 03,3 : 6 : 33,6 : 44 : 43,4.775353016688062,4.58975940777298,4.213347627981774,3.8841988222213075
0 : 34 : 06,1 : 07 : 05,1 : 59 : 17,5 : 2 : 48,5.454545454545454,5.545341614906833,6.589353080899818,5.191545574636724
0 : 59 : 14,1 : 21 : 21,2 : 45 : 21,5 : 25 : 36,3.140123804164322,4.572833435771359,4.753553069247052,4.828009828009828
0 : 28 : 56,0 : 57 : 11,2 : 6 : 35,5 : 4 : 17,6.428571428571429,6.5053920139900905,6.209348255431205,5.166237607493016
0 : 42 : 43,1 : 50 : 49,3 : 33 : 3,5 : 51 : 12,4.3542723371049545,3.356895773800572,3.6892748181178123,4.476082004555808
0 : 36 : 53,1 : 14 : 36,2 : 32 : 9,5 : 25 : 58,5.042928151830096,4.986595174262735,5.16595465001643,4.822578995807342
1 : 10 : 58,2 : 18 : 33,3 : 45 : 4,7 : 18 : 1,2.62094880225458,2.684951281125947,3.492298578199052,3.5889045317910275
1 : 23 : 51,1 : 21 : 53,2 : 35 : 1,5 : 57 : 17,2.2182468694096604,4.543049053531447,5.070422535211267,4.399869384708681
0 : 43 : 23,1 : 21 : 37,3 : 2 : 27,7 : 6 : 37,4.28736073761045,4.557892587298347,4.308029597149904,3.684806813298433
0 : 22 : 19,0 : 43 : 17,1 : 44 : 33,3 : 44 : 57,8.334578043315908,8.594532152483636,7.51793400286944,6.988219604356524
0 : 33 : 30,1 : 02 : 44,2 : 5 : 53,4 : 55 : 57,5.552238805970149,5.929861849096706,6.243876605322388,5.311708058793715
0 : 42 : 34,1 : 40 : 18,3 : 15 : 14,6 : 34 : 20,4.36961628817541,3.7088733798604188,4.025951852484207,3.9864750633981405
0 : 56 : 55,1 : 34 : 32,3 : 14 : 12,6 : 54 : 15,3.2679355783308934,3.9351198871650213,4.047373841400618,3.7948098974049485
0 : 30 : 41,1 : 12 : 23,3 : 22 : 9,5 : 18 : 47,6.061922868006518,5.139304628137232,3.8882018303240167,4.931249019710357
0 : 34 : 26,1 : 11 : 54,2 : 36 : 54,5 : 10 : 1,5.401742497579866,5.17385257301808,5.009560229445506,5.070695123918069
0 : 49 : 33,1 : 28 : 06,3 : 20 : 8,6 : 25 : 33,3.7537840565085774,4.222474460839955,3.927381745502998,4.077292180002593
0 : 33 : 46,1 : 05 : 29,2 : 35 : 32,5 : 39 : 16,5.508390918065154,5.680834818019852,5.053579082726104,4.633523285517783
0 : 28 : 44,0 : 56 : 17,3 : 30 : 25,4 : 49 : 5,6.473317865429234,6.609416641989932,3.7354455445544557,5.43787835110983
0 : 38 : 26,1 : 27 : 07,2 : 10 : 45,6 : 14 : 34,4.839549002601908,4.270135833173906,6.011472275334608,4.196849692978553
0 : 56 : 02,1 : 42 : 56,3 : 45 : 58,7 : 20 : 48,3.3194527067221893,3.6139896373056994,3.478389142941437,3.5662431941923773
0 : 54 : 53,1 : 04 : 04,2 : 31 : 44,5 : 4 : 34,3.3890069845126027,5.806451612903226,5.180140597539544,5.161431542081646
1 : 32 : 19,1 : 59 : 05,3 : 42 : 7,6 : 18 : 40,2.014804116266474,3.123862841147656,3.538680873414872,4.151408450704225
0 : 36 : 46,1 : 15 : 29,2 : 31 : 51,5 : 29 : 21,5.058930190389846,4.928240229631266,5.176160684886401,4.773037801730681
0 : 44 : 44,1 : 22 : 18,3 : 23 : 30,5 : 34 : 30,4.157973174366617,4.520048602673147,3.862407862407862,4.699551569506726
0 : 27 : 41,0 : 55 : 15,2 : 17 : 8,5 : 39 : 2,6.718844069837448,6.733031674208146,5.731648031113272,4.636712221020548
0 : 35 : 32,1 : 07 : 19,2 : 32 : 17,5 : 30 : 12,5.234521575984991,5.526120326813568,5.161431542081646,4.760751059963659
0 : 38 : 35,1 : 20 : 11,2 : 57 : 16,6 : 41 : 8,4.8207343412527,4.639368114737061,4.433997743512598,3.918896460029915
1 : 37 : 07,1 : 45 : 13,3 : 32 : 31,7 : 0 : 24,1.9152222412905442,3.535561539680025,3.698533448356991,3.7392959086584208
0 : 34 : 02,1 : 17 : 30,3 : 14 : 1,6 : 9 : 52,5.465230166503429,4.8,4.05119835065716,4.250180245133381
0 : 40 : 40,1 : 18 : 58,2 : 45 : 39,5 : 29 : 14,4.5737704918032795,4.710848459265512,4.74494415937217,4.774729168775943
1 : 00 : 27,1 : 16 : 38,2 : 54 : 54,5 : 16 : 22,3.0769230769230766,4.854284471509352,4.493996569468267,4.968917922242124
0 : 34 : 56,1 : 14 : 20,2 : 48 : 4,6 : 18 : 37,5.324427480916031,5.0044843049327365,4.676715589051963,4.151956684421358
0 : 35 : 08,1 : 28 : 34,3 : 15 : 13,6 : 14 : 7,5.294117647058824,4.200225818592397,4.026295569025868,4.201897803715418
0 : 55 : 12,1 : 51 : 17,3 : 52 : 33,7 : 25 : 10,3.369565217391304,3.3428186311217614,3.3799182971404,3.5312616997379256
0 : 32 : 37,1 : 05 : 35,2 : 33 : 43,6 : 28 : 9,5.7026060296372,5.6721728081321485,5.113303697278543,4.049980677573103
1 : 21 : 10,1 : 41 : 48,3 : 16 : 53,6 : 57 : 26,2.291581108829569,3.6542239685658156,3.9922119698637095,3.7658707977321724
0 : 53 : 31,1 : 20 : 36,3 : 6 : 59,6 : 9 : 52,3.4755527872936782,4.615384615384616,4.203583207059452,4.250180245133381
0 : 40 : 52,1 : 20 : 43,2 : 57 : 12,6 : 17 : 7,4.551386623164763,4.608713607268222,4.435665914221219,4.168471295355107
0 : 34 : 57,1 : 05 : 02,2 : 3 : 21,5 : 27 : 1,5.3218884120171674,5.7201435161455665,6.37211187677341,4.807094439631008
0 : 31 : 48,1 : 19 : 00,2 : 32 : 4,5 : 41 : 1,5.849056603773585,4.708860759493671,5.168785620341955,4.60974536923904
0 : 39 : 36,1 : 21 : 04,2 : 56 : 41,6 : 28 : 51,4.696969696969697,4.588815789473684,4.448636921045184,4.042689983284042
0 : 40 : 38,1 : 19 : 34,1 : 55 : 1,4 : 25 : 52,4.57752255947498,4.675324675324676,6.833792204028402,5.912738214643932
0 : 31 : 30,1 : 05 : 45,2 : 30 : 5,5 : 34 : 36,5.904761904761905,5.657794676806083,5.237090505274847,4.698147041243275
0 : 46 : 50,1 : 34 : 20,3 : 18 : 42,7 : 8 : 3,3.9715302491103204,3.943462897526502,3.9557121288374435,3.672468169606354
0 : 52 : 41,1 : 36 : 27,3 : 32 : 23,7 : 11 : 11,3.5305283138247394,3.8569206842923793,3.7008553715765515,3.645780990298017
0 : 32 : 13,0 : 50 : 24,2 : 0 : 30,4 : 36 : 54,5.773409208484222,7.380952380952381,6.522821576763485,5.677139761646805
0 : 34 : 07,1 : 09 : 28,2 : 21 : 1,5 : 54 : 1,5.4518808011724484,5.355086372360844,5.573809242406335,4.440468904477191
0 : 54 : 21,1 : 08 : 00,2 : 19 : 42,5 : 16 : 18,3.422263109475621,5.470588235294118,5.626342161775233,4.969965222889662
1 : 49 : 09,2 : 01 : 39,3 : 30 : 24,7 : 14 : 8,1.7040769583142463,3.0579531442663375,3.7357414448669197,3.621007371007371
0 : 26 : 56,0 : 47 : 59,1 : 50 : 49,4 : 35 : 35,6.905940594059406,7.752691906912123,7.092795909159273,5.704263683096462
1 : 07 : 25,1 : 47 : 52,3 : 48 : 25,7 : 25 : 51,2.758961681087763,3.4487021013597037,3.441079897847501,3.525849500953235
1 : 07 : 22,1 : 47 : 49,3 : 48 : 24,7 : 22 : 43,2.761009401286492,3.450301437625599,3.4413309982486866,3.550803749576479
0 : 28 : 55,1 : 03 : 44,3 : 31 : 47,4 : 19 : 50,6.432276657060519,5.836820083682008,3.711340206185567,6.050032071840924
0 : 43 : 25,1 : 12 : 36,2 : 37 : 34,5 : 59 : 8,4.2840690978886755,5.123966942148761,4.988364713348847,4.377204380917023
0 : 43 : 25,1 : 23 : 13,2 : 59 : 53,6 : 12 : 50,4.2840690978886755,4.470258361706389,4.369498749189289,4.21636119803308
0 : 30 : 29,1 : 01 : 23,2 : 16 : 28,4 : 54 : 9,6.101694915254237,6.060276948140103,5.759648265754763,5.344212136664967
0 : 31 : 07,0 : 59 : 44,2 : 10 : 48,4 : 47 : 52,5.977504017139796,6.227678571428572,6.009174311926605,5.460861509958313
1 : 10 : 59,2 : 18 : 34,3 : 54 : 6,7 : 18 : 14,2.620333411598967,2.684628337743565,3.3575395130286205,3.5871301437590324
0 : 35 : 32,1 : 01 : 42,2 : 7 : 52,4 : 46 : 46,5.234521575984991,6.0291734197730955,6.147028154327424,5.4818086713937
0 : 46 : 21,1 : 28 : 42,3 : 1 : 26,5 : 52 : 18,4.01294498381877,4.19391206313416,4.332169759323902,4.462106159523134
0 : 46 : 20,1 : 28 : 41,3 : 1 : 26,5 : 52 : 17,4.014388489208633,4.194700244314978,4.332169759323902,4.462317263566258
1 : 01 : 46,1 : 49 : 54,2 : 20 : 11,5 : 21 : 33,3.0113329735563954,3.3848953594176523,5.606943288550707,4.8888197791945265
0 : 40 : 26,1 : 23 : 03,2 : 56 : 15,6 : 20 : 58,4.600164880461666,4.479229379891632,4.459574468085107,4.1263452620526735
0 : 34 : 44,1 : 26 : 12,2 : 51 : 38,6 : 6 : 18,5.355086372360844,4.315545243619489,4.579530005826374,4.291564291564291
0 : 16 : 34,0 : 34 : 33,1 : 15 : 42,2 : 47 : 13,11.227364185110666,10.76700434153401,10.383091149273447,9.400976776637098
0 : 48 : 57,1 : 31 : 36,3 : 20 : 8,7 : 3 : 5,3.7997957099080693,4.06113537117904,3.927381745502998,3.7155800669686823
0 : 48 : 58,1 : 31 : 36,3 : 20 : 9,7 : 3 : 5,3.798502382573179,4.06113537117904,3.9270547089682735,3.7155800669686823
0 : 38 : 37,1 : 21 : 58,3 : 41 : 29,6 : 41 : 52,4.816573154941735,4.538430256201709,3.548799759199338,3.9117451891174517
0 : 50 : 09,1 : 34 : 55,2 : 58 : 24,5 : 56 : 11,3.7088733798604188,3.9192273924495167,4.405829596412556,4.413457489120771
0 : 41 : 52,1 : 25 : 40,2 : 55 : 43,5 : 44 : 36,4.442675159235669,4.342412451361867,4.473110120459072,4.5618107951247815
0 : 50 : 09,1 : 19 : 23,2 : 58 : 31,6 : 34 : 10,3.7088733798604188,4.686122191895864,4.402950238073009,3.9881606765327695
0 : 27 : 36,0 : 57 : 22,1 : 57 : 42,3 : 55 : 58,6.739130434782608,6.484601975595584,6.6779949022939675,6.661957903658708
0 : 27 : 37,0 : 57 : 22,1 : 57 : 43,3 : 55 : 58,6.7350633675316836,6.484601975595584,6.677049412430978,6.661957903658708
1 : 04 : 35,1 : 43 : 44,3 : 42 : 28,6 : 52 : 32,2.8800000000000003,3.5861182519280206,3.533113575067426,3.81060116354234
0 : 42 : 17,1 : 43 : 43,3 : 42 : 50,6 : 44 : 12,4.398896334253055,3.5866945203278164,3.5272999252056843,3.8891637803067787
0 : 35 : 11,1 : 09 : 41,2 : 38 : 48,5 : 50 : 57,5.286594031264804,5.338435780913657,4.949622166246851,4.479270551360593
0 : 46 : 32,1 : 23 : 25,3 : 24 : 44,6 : 36 : 11,3.9971346704871062,4.4595404595404595,3.839140345164442,3.967859997475916
0 : 50 : 00,1 : 25 : 08,3 : 16 : 25,6 : 58 : 45,3.7199999999999998,4.36961628817541,4.0016970725498515,3.7540298507462686
0 : 50 : 00,1 : 25 : 07,3 : 16 : 25,6 : 58 : 45,3.7199999999999998,4.370471901311925,4.0016970725498515,3.7540298507462686
1 : 00 : 13,1 : 31 : 45,3 : 20 : 41,6 : 58 : 12,3.088845834486576,4.05449591280654,3.916618221077983,3.75896700143472
0 : 35 : 22,0 : 48 : 36,1 : 50 : 14,3 : 47 : 50,5.25918944392083,7.65432098765432,7.130329603870577,6.899780541331382
